:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-1859,PoliceOfficer,OFF-1859,Officer Linda Harris,Linda,Harris,1859,Officer,Metropolitan Police Department,County Sheriff,Precinct 13,District 7,Richmond,VA,5/01/1998,17,2/01/1998,Night (11PM-7AM),Special Investigations,244,15,4,10,1,DUI Enforcement|Crisis Intervention|Traffic Investigation,No,Yes,(390) 571-3492,badge.1859@vapd.gov,5554,1,Active
OFF-6820,PoliceOfficer,OFF-6820,Officer Barbara Johnson,Barbara,Johnson,6820,Officer,Municipal Police Department,Municipal,Precinct 20,District 5,Richmond,VA,4/01/1993,22,5/01/1993,Day (7AM-3PM),Detective Bureau,187,80,65,0,0,DUI Enforcement|Crisis Intervention|Traffic Investigation|EVOC (Emergency Driving),Yes,Yes,(980) 603-8835,badge.6820@vapd.gov,1136,1,Active
OFF-5951,PoliceOfficer,OFF-5951,Officer David Taylor,David,Taylor,5951,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 16,District 1,Columbia,SC,5/01/2009,6,7/01/2009,Rotating,K9,51,84,35,6,1,Accident Reconstruction,No,Yes,(460) 255-1188,badge.5951@scpd.gov,3394,1,Active
OFF-8591,PoliceOfficer,OFF-8591,Officer David Johnson,David,Johnson,8591,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 19,District 4,Charleston,WV,4/01/1990,25,7/01/1990,Evening (3PM-11PM),Patrol,369,85,64,5,1,Accident Reconstruction|EVOC (Emergency Driving),No,No,(828) 924-4223,badge.8591@wvpd.gov,3485,1,Retired
OFF-1815,PoliceOfficer,OFF-1815,Officer Robert Taylor,Robert,Taylor,1815,Sergeant,County Sheriff Police Department,Transit,Precinct 9,District 3,Charleston,WV,11/01/1996,19,6/01/1996,Evening (3PM-11PM),Detective Bureau,94,138,17,7,1,Crisis Intervention|Evidence Collection|EVOC (Emergency Driving),Yes,No,(781) 660-5374,badge.1815@wvpd.gov,2505,1,Active
OFF-2793,PoliceOfficer,OFF-2793,Officer Patricia Johnson,Patricia,Johnson,2793,Senior Officer,State Highway Patrol Police Department,Municipal,Precinct 1,District 1,Charleston,WV,10/01/2013,2,4/01/2013,Rotating,Traffic,20,62,35,0,2,Accident Reconstruction|DUI Enforcement|EVOC (Emergency Driving),No,No,(362) 214-3270,badge.2793@wvpd.gov,3757,1,Active
OFF-5082,PoliceOfficer,OFF-5082,Officer David Brown,David,Brown,5082,Officer,Metropolitan Police Department,Municipal,Precinct 17,District 2,Raleigh,NC,11/01/1993,22,1/01/1993,Evening (3PM-11PM),K9,319,40,12,3,0,EVOC (Emergency Driving)|Traffic Investigation|DUI Enforcement|Crisis Intervention,No,Yes,(887) 757-3462,badge.5082@ncpd.gov,6997,1,Active
OFF-1339,PoliceOfficer,OFF-1339,Officer Robert Thompson,Robert,Thompson,1339,Sergeant,State Highway Patrol Police Department,Transit,Precinct 16,District 3,Albany,NY,9/01/2005,10,5/01/2005,Day (7AM-3PM),Traffic,367,106,0,12,2,EVOC (Emergency Driving)|Accident Reconstruction,Yes,Yes,(902) 868-2272,badge.1339@nypd.gov,7843,1,Active
OFF-6563,PoliceOfficer,OFF-6563,Officer Michael Martin,Michael,Martin,6563,Sergeant,Municipal Police Department,County Sheriff,Precinct 11,District 8,Columbia,SC,8/01/1990,25,6/01/1990,Rotating,Patrol,32,37,20,4,2,Crisis Intervention|Accident Reconstruction,No,No,(255) 800-6227,badge.6563@scpd.gov,8677,1,Active
OFF-3855,PoliceOfficer,OFF-3855,Officer Barbara Wilson,Barbara,Wilson,3855,Officer,Metropolitan Police Department,Transit,Precinct 6,District 3,Albany,NY,1/01/1987,28,3/01/1987,Evening (3PM-11PM),Traffic,77,59,32,7,0,Crisis Intervention|Accident Reconstruction,No,Yes,(308) 725-8239,badge.3855@nypd.gov,4132,1,Active
OFF-3832,PoliceOfficer,OFF-3832,Officer David Miller,David,Miller,3832,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 17,District 5,Albany,NY,9/01/1990,25,10/01/1990,Night (11PM-7AM),Patrol,316,100,26,9,2,Traffic Investigation,No,Yes,(903) 888-2465,badge.3832@nypd.gov,2819,1,Active
OFF-3059,PoliceOfficer,OFF-3059,Officer William Martinez,William,Martinez,3059,Lieutenant,County Sheriff Police Department,Municipal,Precinct 18,District 8,Charleston,WV,3/01/1987,28,8/01/1987,Evening (3PM-11PM),K9,315,142,4,2,2,Evidence Collection|Traffic Investigation|Crisis Intervention|DUI Enforcement,Yes,No,(728) 770-8943,badge.3059@wvpd.gov,6267,1,On Leave
OFF-1575,PoliceOfficer,OFF-1575,Officer Maria Thompson,Maria,Thompson,1575,Sergeant,County Sheriff Police Department,State Highway Patrol,Precinct 1,District 7,Columbia,SC,12/01/1998,17,12/01/1998,Rotating,K9,349,29,52,3,1,Evidence Collection,No,Yes,(487) 697-4345,badge.1575@scpd.gov,7517,1,Active
OFF-3882,PoliceOfficer,OFF-3882,Officer Patricia Brown,Patricia,Brown,3882,Officer,Municipal Police Department,Transit,Precinct 12,District 8,Albany,NY,11/01/2009,6,4/01/2009,Evening (3PM-11PM),Special Investigations,152,14,58,7,1,EVOC (Emergency Driving)|Accident Reconstruction|DUI Enforcement|Crisis Intervention,Yes,Yes,(302) 661-5785,badge.3882@nypd.gov,2773,1,Active
OFF-8982,PoliceOfficer,OFF-8982,Officer Linda Martinez,Linda,Martinez,8982,Officer,County Sheriff Police Department,County Sheriff,Precinct 14,District 5,Albany,NY,6/01/1996,19,7/01/1996,Night (11PM-7AM),K9,40,113,31,3,2,Accident Reconstruction|DUI Enforcement,No,Yes,(421) 557-7677,badge.8982@nypd.gov,3291,1,Active
OFF-8336,PoliceOfficer,OFF-8336,Officer David Brown,David,Brown,8336,Officer,Municipal Police Department,Transit,Precinct 10,District 2,Richmond,VA,7/01/2001,14,3/01/2001,Rotating,Patrol,183,65,2,3,0,Traffic Investigation|Evidence Collection,Yes,Yes,(414) 634-5119,badge.8336@vapd.gov,1508,1,Active
OFF-5118,PoliceOfficer,OFF-5118,Officer Linda Anderson,Linda,Anderson,5118,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 12,District 3,Philadelphia,PA,5/01/2012,3,8/01/2012,Night (11PM-7AM),Patrol,140,62,9,11,1,Evidence Collection,No,No,(452) 604-9581,badge.5118@papd.gov,6123,1,Active
OFF-1116,PoliceOfficer,OFF-1116,Officer Michael Garcia,Michael,Garcia,1116,Officer,Municipal Police Department,Municipal,Precinct 9,District 4,Raleigh,NC,5/01/2012,3,11/01/2012,Night (11PM-7AM),Detective Bureau,211,100,71,2,0,Accident Reconstruction,No,Yes,(920) 257-9021,badge.1116@ncpd.gov,3984,1,Active
OFF-9599,PoliceOfficer,OFF-9599,Officer James Robinson,James,Robinson,9599,Detective,State Highway Patrol Police Department,Municipal,Precinct 14,District 7,Albany,NY,12/01/2014,1,12/01/2014,Rotating,K9,347,101,50,10,1,Evidence Collection,Yes,No,(632) 587-1854,badge.9599@nypd.gov,6814,1,Active
OFF-3600,PoliceOfficer,OFF-3600,Officer Barbara Thompson,Barbara,Thompson,3600,Lieutenant,State Highway Patrol Police Department,State Highway Patrol,Precinct 7,District 7,Richmond,VA,9/01/1993,22,5/01/1993,Night (11PM-7AM),Traffic,190,150,65,3,1,Crisis Intervention|Accident Reconstruction,Yes,Yes,(500) 234-2528,badge.3600@vapd.gov,5814,1,Active
OFF-3708,PoliceOfficer,OFF-3708,Officer David Moore,David,Moore,3708,Officer,Municipal Police Department,Transit,Precinct 17,District 1,Charleston,WV,8/01/2013,2,10/01/2013,Evening (3PM-11PM),Traffic,353,120,55,12,2,Evidence Collection,No,Yes,(854) 363-8572,badge.3708@wvpd.gov,5465,1,Active
OFF-7910,PoliceOfficer,OFF-7910,Officer Michael Martin,Michael,Martin,7910,Officer,Municipal Police Department,County Sheriff,Precinct 20,District 4,Albany,NY,3/01/1997,18,12/01/1997,Day (7AM-3PM),K9,87,85,80,11,2,DUI Enforcement|EVOC (Emergency Driving),Yes,No,(309) 828-9431,badge.7910@nypd.gov,4952,1,Active
OFF-7043,PoliceOfficer,OFF-7043,Officer David Davis,David,Davis,7043,Sergeant,Metropolitan Police Department,Transit,Precinct 5,District 4,Richmond,VA,12/01/2010,5,12/01/2010,Rotating,Detective Bureau,56,123,74,11,2,DUI Enforcement,No,No,(202) 942-4745,badge.7043@vapd.gov,7004,1,Active
OFF-3943,PoliceOfficer,OFF-3943,Officer William Davis,William,Davis,3943,Lieutenant,Municipal Police Department,Municipal,Precinct 20,District 4,Albany,NY,1/01/1993,22,2/01/1993,Day (7AM-3PM),Special Investigations,101,43,75,9,1,Accident Reconstruction,Yes,Yes,(379) 733-6910,badge.3943@nypd.gov,4279,1,Active
OFF-9796,PoliceOfficer,OFF-9796,Officer James Moore,James,Moore,9796,Lieutenant,Municipal Police Department,Transit,Precinct 9,District 8,Columbia,SC,5/01/2014,1,4/01/2014,Night (11PM-7AM),Special Investigations,59,27,58,7,2,EVOC (Emergency Driving)|Crisis Intervention,No,No,(967) 293-3746,badge.9796@scpd.gov,3931,1,Active
OFF-2183,PoliceOfficer,OFF-2183,Officer David Davis,David,Davis,2183,Senior Officer,Metropolitan Police Department,Municipal,Precinct 4,District 1,Albany,NY,11/01/2011,4,12/01/2011,Day (7AM-3PM),K9,103,119,65,0,1,Traffic Investigation|Crisis Intervention,No,Yes,(565) 409-9531,badge.2183@nypd.gov,7633,1,Active
OFF-6378,PoliceOfficer,OFF-6378,Officer John Thomas,John,Thomas,6378,Lieutenant,County Sheriff Police Department,Municipal,Precinct 14,District 2,Columbia,SC,2/01/2005,10,5/01/2005,Rotating,Patrol,155,26,25,6,0,EVOC (Emergency Driving)|Evidence Collection,Yes,Yes,(565) 697-7182,badge.6378@scpd.gov,9420,1,Active
OFF-2038,PoliceOfficer,OFF-2038,Officer Michael Thompson,Michael,Thompson,2038,Sergeant,State Highway Patrol Police Department,Transit,Precinct 8,District 8,Charleston,WV,3/01/2014,1,3/01/2014,Evening (3PM-11PM),K9,391,40,77,5,2,DUI Enforcement|Accident Reconstruction|Traffic Investigation,No,Yes,(767) 202-9260,badge.2038@wvpd.gov,9880,1,Active
OFF-9179,PoliceOfficer,OFF-9179,Officer David Davis,David,Davis,9179,Senior Officer,County Sheriff Police Department,Municipal,Precinct 7,District 3,Charleston,WV,1/01/2009,6,4/01/2009,Rotating,Special Investigations,315,116,16,5,0,EVOC (Emergency Driving),No,Yes,(726) 252-3134,badge.9179@wvpd.gov,8111,1,Active
OFF-4673,PoliceOfficer,OFF-4673,Officer Barbara Robinson,Barbara,Robinson,4673,Sergeant,State Highway Patrol Police Department,State Highway Patrol,Precinct 19,District 5,Charleston,WV,8/01/2006,9,1/01/2006,Evening (3PM-11PM),Detective Bureau,279,143,58,9,2,Accident Reconstruction|Evidence Collection|Traffic Investigation|Crisis Intervention,Yes,Yes,(580) 751-1017,badge.4673@wvpd.gov,2042,1,Active
OFF-8051,PoliceOfficer,OFF-8051,Officer Karen Martinez,Karen,Martinez,8051,Officer,State Highway Patrol Police Department,Transit,Precinct 19,District 2,Raleigh,NC,7/01/2010,5,6/01/2010,Rotating,Traffic,397,18,42,5,0,Evidence Collection|Crisis Intervention,No,Yes,(689) 510-1874,badge.8051@ncpd.gov,7055,1,Active
OFF-8193,PoliceOfficer,OFF-8193,Officer Barbara Johnson,Barbara,Johnson,8193,Officer,Municipal Police Department,State Highway Patrol,Precinct 20,District 7,Charleston,WV,1/01/2006,9,3/01/2006,Rotating,Patrol,21,72,40,6,2,Crisis Intervention,No,No,(503) 658-8833,badge.8193@wvpd.gov,8649,1,Active
OFF-7065,PoliceOfficer,OFF-7065,Officer Maria Thomas,Maria,Thomas,7065,Officer,Municipal Police Department,Transit,Precinct 20,District 8,Columbia,SC,8/01/1995,20,6/01/1995,Evening (3PM-11PM),Patrol,360,150,62,12,2,Accident Reconstruction|Crisis Intervention|Traffic Investigation,No,Yes,(809) 387-1516,badge.7065@scpd.gov,8806,1,Active
OFF-7308,PoliceOfficer,OFF-7308,Officer John Harris,John,Harris,7308,Detective,Municipal Police Department,County Sheriff,Precinct 5,District 6,Richmond,VA,2/01/2006,9,7/01/2006,Day (7AM-3PM),K9,319,30,0,5,0,Accident Reconstruction|Traffic Investigation|Crisis Intervention|EVOC (Emergency Driving),No,No,(217) 477-4772,badge.7308@vapd.gov,1149,1,Active
OFF-1389,PoliceOfficer,OFF-1389,Officer Michael Moore,Michael,Moore,1389,Captain,State Highway Patrol Police Department,Municipal,Precinct 10,District 4,Albany,NY,9/01/2004,11,6/01/2004,Night (11PM-7AM),Patrol,378,63,10,4,0,Accident Reconstruction|Traffic Investigation|Crisis Intervention,Yes,No,(856) 631-7764,badge.1389@nypd.gov,8744,1,Active
OFF-4235,PoliceOfficer,OFF-4235,Officer Robert Thompson,Robert,Thompson,4235,Sergeant,Municipal Police Department,Municipal,Precinct 12,District 5,Richmond,VA,2/01/2004,11,12/01/2004,Day (7AM-3PM),Detective Bureau,371,69,10,5,1,Crisis Intervention,No,Yes,(903) 597-5171,badge.4235@vapd.gov,5197,1,Active
OFF-6279,PoliceOfficer,OFF-6279,Officer James Martin,James,Martin,6279,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 5,District 8,Charleston,WV,9/01/2009,6,4/01/2009,Day (7AM-3PM),Patrol,333,118,53,12,2,DUI Enforcement|Crisis Intervention|Traffic Investigation,No,Yes,(771) 377-4769,badge.6279@wvpd.gov,7925,1,Active
OFF-2491,PoliceOfficer,OFF-2491,Officer Michael Wilson,Michael,Wilson,2491,Officer,Municipal Police Department,County Sheriff,Precinct 18,District 5,Charleston,WV,4/01/1997,18,2/01/1997,Evening (3PM-11PM),K9,200,86,68,6,2,EVOC (Emergency Driving),No,Yes,(241) 304-8415,badge.2491@wvpd.gov,5687,1,Active
OFF-5506,PoliceOfficer,OFF-5506,Officer Linda Brown,Linda,Brown,5506,Senior Officer,Municipal Police Department,Municipal,Precinct 3,District 1,Raleigh,NC,6/01/2007,8,1/01/2007,Evening (3PM-11PM),Detective Bureau,209,67,33,6,2,EVOC (Emergency Driving)|Accident Reconstruction|Evidence Collection,No,Yes,(825) 459-6379,badge.5506@ncpd.gov,8909,1,Active
OFF-3741,PoliceOfficer,OFF-3741,Officer Robert Jackson,Robert,Jackson,3741,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 18,District 2,Albany,NY,4/01/1991,24,7/01/1991,Evening (3PM-11PM),Detective Bureau,307,62,16,2,0,Evidence Collection|Crisis Intervention|Traffic Investigation|Accident Reconstruction,No,No,(327) 341-4686,badge.3741@nypd.gov,4868,1,Active
OFF-3805,PoliceOfficer,OFF-3805,Officer Robert Taylor,Robert,Taylor,3805,Sergeant,Municipal Police Department,Municipal,Precinct 16,District 5,Columbia,SC,9/01/1996,19,8/01/1996,Evening (3PM-11PM),K9,353,21,21,8,1,EVOC (Emergency Driving)|Accident Reconstruction,Yes,No,(778) 928-3715,badge.3805@scpd.gov,6621,1,Active
OFF-2747,PoliceOfficer,OFF-2747,Officer William Thomas,William,Thomas,2747,Officer,State Highway Patrol Police Department,Transit,Precinct 2,District 2,Columbia,SC,7/01/2007,8,10/01/2007,Night (11PM-7AM),Detective Bureau,242,65,65,0,1,Evidence Collection,No,No,(844) 703-6799,badge.2747@scpd.gov,6973,1,Active
OFF-4230,PoliceOfficer,OFF-4230,Officer David Wilson,David,Wilson,4230,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 9,District 8,Richmond,VA,12/01/2000,15,7/01/2000,Evening (3PM-11PM),Traffic,253,112,6,10,0,Crisis Intervention|DUI Enforcement|Evidence Collection|EVOC (Emergency Driving),No,Yes,(930) 665-8377,badge.4230@vapd.gov,2795,1,On Leave
OFF-6540,PoliceOfficer,OFF-6540,Officer Karen Johnson,Karen,Johnson,6540,Officer,Metropolitan Police Department,Transit,Precinct 8,District 3,Albany,NY,1/01/2002,13,6/01/2002,Evening (3PM-11PM),Detective Bureau,359,38,52,11,0,DUI Enforcement|Crisis Intervention|EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(988) 352-3555,badge.6540@nypd.gov,4631,1,Active
OFF-8874,PoliceOfficer,OFF-8874,Officer Linda Anderson,Linda,Anderson,8874,Sergeant,County Sheriff Police Department,State Highway Patrol,Precinct 11,District 8,Columbia,SC,5/01/1994,21,11/01/1994,Day (7AM-3PM),K9,65,133,4,9,2,DUI Enforcement|Traffic Investigation|EVOC (Emergency Driving),No,Yes,(383) 850-4386,badge.8874@scpd.gov,6581,1,Active
OFF-2642,PoliceOfficer,OFF-2642,Officer William Miller,William,Miller,2642,Officer,Municipal Police Department,Municipal,Precinct 5,District 3,Columbia,SC,11/01/1997,18,6/01/1997,Evening (3PM-11PM),Detective Bureau,97,122,77,3,1,DUI Enforcement,No,Yes,(324) 227-9354,badge.2642@scpd.gov,1504,1,Active
OFF-1931,PoliceOfficer,OFF-1931,Officer William Johnson,William,Johnson,1931,Officer,Metropolitan Police Department,Municipal,Precinct 15,District 8,Richmond,VA,9/01/2014,1,4/01/2014,Night (11PM-7AM),Patrol,248,64,51,10,2,Accident Reconstruction|DUI Enforcement|Traffic Investigation,No,Yes,(885) 352-9445,badge.1931@vapd.gov,8539,1,Active
OFF-8005,PoliceOfficer,OFF-8005,Officer Karen Miller,Karen,Miller,8005,Officer,Municipal Police Department,County Sheriff,Precinct 1,District 2,Charleston,WV,8/01/1989,26,11/01/1989,Evening (3PM-11PM),Patrol,65,146,52,11,0,EVOC (Emergency Driving),No,Yes,(753) 716-1571,badge.8005@wvpd.gov,6455,1,On Leave
OFF-7031,PoliceOfficer,OFF-7031,Officer Maria Johnson,Maria,Johnson,7031,Officer,Metropolitan Police Department,Transit,Precinct 7,District 7,Albany,NY,8/01/2005,10,2/01/2005,Day (7AM-3PM),Detective Bureau,119,89,20,10,1,Accident Reconstruction|Traffic Investigation,No,Yes,(366) 234-4005,badge.7031@nypd.gov,8360,1,Active
OFF-2881,PoliceOfficer,OFF-2881,Officer John Brown,John,Brown,2881,Officer,Metropolitan Police Department,Municipal,Precinct 19,District 2,Albany,NY,2/01/1989,26,5/01/1989,Rotating,Detective Bureau,82,53,18,4,2,Evidence Collection,Yes,No,(222) 378-9916,badge.2881@nypd.gov,1296,1,Active
OFF-4386,PoliceOfficer,OFF-4386,Officer James Anderson,James,Anderson,4386,Sergeant,State Highway Patrol Police Department,Transit,Precinct 14,District 8,Columbus,OH,8/01/1991,24,10/01/1991,Rotating,Detective Bureau,290,82,34,8,2,Evidence Collection,Yes,Yes,(737) 918-7012,badge.4386@ohpd.gov,6375,1,Active
OFF-1357,PoliceOfficer,OFF-1357,Officer Maria Wilson,Maria,Wilson,1357,Sergeant,County Sheriff Police Department,Municipal,Precinct 13,District 2,Albany,NY,2/01/2010,5,11/01/2010,Evening (3PM-11PM),K9,243,25,76,1,2,Traffic Investigation|Evidence Collection|EVOC (Emergency Driving),No,No,(992) 274-6253,badge.1357@nypd.gov,6587,1,Active
OFF-3646,PoliceOfficer,OFF-3646,Officer Linda Robinson,Linda,Robinson,3646,Detective,County Sheriff Police Department,Municipal,Precinct 16,District 3,Columbia,SC,6/01/1987,28,12/01/1987,Rotating,Patrol,143,148,49,2,1,EVOC (Emergency Driving)|DUI Enforcement,Yes,Yes,(428) 655-7060,badge.3646@scpd.gov,5165,1,On Leave
OFF-4050,PoliceOfficer,OFF-4050,Officer James Davis,James,Davis,4050,Officer,State Highway Patrol Police Department,Municipal,Precinct 17,District 1,Charleston,WV,12/01/2001,14,4/01/2001,Evening (3PM-11PM),Traffic,328,10,21,0,2,Evidence Collection,No,Yes,(231) 467-7808,badge.4050@wvpd.gov,1567,1,Active
OFF-6336,PoliceOfficer,OFF-6336,Officer William Taylor,William,Taylor,6336,Detective,Municipal Police Department,County Sheriff,Precinct 17,District 1,Charleston,WV,6/01/2012,3,1/01/2012,Night (11PM-7AM),Traffic,196,14,24,7,0,Traffic Investigation|DUI Enforcement|Evidence Collection,No,Yes,(949) 860-3327,badge.6336@wvpd.gov,9497,1,Active
OFF-5018,PoliceOfficer,OFF-5018,Officer Barbara Garcia,Barbara,Garcia,5018,Detective,Municipal Police Department,Transit,Precinct 5,District 2,Raleigh,NC,12/01/1999,16,10/01/1999,Day (7AM-3PM),Traffic,39,62,44,5,0,Traffic Investigation|Accident Reconstruction,No,Yes,(766) 388-1555,badge.5018@ncpd.gov,4675,1,Active
OFF-4484,PoliceOfficer,OFF-4484,Officer Maria Martin,Maria,Martin,4484,Officer,County Sheriff Police Department,Transit,Precinct 9,District 7,Columbia,SC,7/01/1987,28,3/01/1987,Night (11PM-7AM),K9,300,57,70,9,1,DUI Enforcement|Accident Reconstruction|Crisis Intervention,No,Yes,(860) 337-3275,badge.4484@scpd.gov,8016,1,Active
OFF-2989,PoliceOfficer,OFF-2989,Officer Robert White,Robert,White,2989,Officer,Metropolitan Police Department,Transit,Precinct 5,District 6,Albany,NY,10/01/1992,23,11/01/1992,Night (11PM-7AM),Special Investigations,98,118,30,0,1,DUI Enforcement,Yes,Yes,(767) 414-2452,badge.2989@nypd.gov,8852,1,Active
OFF-1766,PoliceOfficer,OFF-1766,Officer William Harris,William,Harris,1766,Captain,Metropolitan Police Department,State Highway Patrol,Precinct 4,District 4,Columbus,OH,2/01/2006,9,3/01/2006,Night (11PM-7AM),Special Investigations,243,91,49,3,1,Evidence Collection|DUI Enforcement|EVOC (Emergency Driving)|Traffic Investigation,Yes,No,(871) 383-9016,badge.1766@ohpd.gov,7976,1,Active
OFF-7483,PoliceOfficer,OFF-7483,Officer Patricia Thompson,Patricia,Thompson,7483,Lieutenant,County Sheriff Police Department,County Sheriff,Precinct 16,District 6,Columbus,OH,11/01/1997,18,8/01/1997,Rotating,K9,362,49,41,0,0,DUI Enforcement|Traffic Investigation,Yes,Yes,(277) 718-4869,badge.7483@ohpd.gov,1751,1,On Leave
OFF-2718,PoliceOfficer,OFF-2718,Officer James Anderson,James,Anderson,2718,Officer,County Sheriff Police Department,County Sheriff,Precinct 10,District 1,Raleigh,NC,1/01/2014,1,4/01/2014,Rotating,Patrol,285,57,74,0,2,Traffic Investigation|Accident Reconstruction|DUI Enforcement|EVOC (Emergency Driving),No,Yes,(842) 508-7628,badge.2718@ncpd.gov,8806,1,Active
OFF-1112,PoliceOfficer,OFF-1112,Officer Patricia Anderson,Patricia,Anderson,1112,Senior Officer,Metropolitan Police Department,County Sheriff,Precinct 6,District 2,Columbia,SC,8/01/2013,2,4/01/2013,Night (11PM-7AM),Traffic,205,130,79,8,1,EVOC (Emergency Driving)|Accident Reconstruction,No,Yes,(881) 872-8485,badge.1112@scpd.gov,1133,1,Active
